UF;município;código IBGE;nome do fundo;CNPJ;nome do estabelecimento;código CNES;CNPJ;código da emenda parlamentar;valor por emenda;valor por parlamentar;valor;funcional programático;numero da proposta;numero da portaria;data
RS;FORTALEZA DOS VALOS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;144.000,00;;144.000,00;1030151192E890001;36000609876202400;3722.;06/05/2024
RS;GAURAMA;;FUNDO MUNICIPAL DE SAUDE DE GAURAMA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602822202400;3722.;06/05/2024
RS;GENERAL CAMARA;;FUNDO MUNICIPAL DE SAUDE GENERAL CAMARA;;;;;50410004;224.118,00;;224.118,00;1030151192E890001;36000606100202400;3722.;06/05/2024
RS;GIRUA;;FUNDO MUNICIPAL DE SAUDE DE GIRUA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000608851202400;3722.;06/05/2024
RS;GRAVATAI;;FUNDO MUNICIPAL DE SAUDE DE GRAVATAI;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000603603202400;3722.;06/05/2024
RS;GUAIBA;;FUNDO MUNICIPAL DE SAUDE DE GUAIBA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603703202400;3722.;06/05/2024
RS;HARMONIA;;FUNDO MUNICIPAL DE SAUDE DE HARMONIA;;;;;50410004;47.327,00;;47.327,00;1030151192E890001;36000609567202400;3722.;06/05/2024
RS;HULHA NEGRA;;FUNDO MUNICIPAL DE SAUDE DE HULHA NEGRA;;;;;50410004;153.000,00;;153.000,00;1030151192E890001;36000605629202400;3722.;06/05/2024
RS;IBIACA;;FUNDO MUNICIPAL DE SAUDE DE IBIACA RS;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602902202400;3722.;06/05/2024
RS;IBIRUBA;;FUNDO MUNICIPAL DA SAUDE DE IBIRUBA;;;;;50410004;283.000,00;;283.000,00;1030151192E890001;36000603181202400;3722.;06/05/2024
RS;IGREJINHA;;FUNDO MUNICIPAL DE SAUDE DE IGREJINHA;;;;;50410004;300.000,00;;300.000,00;1030151192E890001;36000606030202400;3722.;06/05/2024
RS;IMBE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608313202400;3722.;06/05/2024
RS;IMIGRANTE;;IMIGRANTE FUNDO MUNICIPAL DE SAUDE;;;;;50410004;230.000,00;;230.000,00;1030151192E890001;36000600951202400;3722.;06/05/2024
RS;ITAQUI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000608611202400;3722.;06/05/2024
RS;ITATI;;FUNDO MUNICIPAL DA SAUDE DE ITATI/RS;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000604213202400;3722.;06/05/2024
RS;JAGUARAO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000605552202400;3722.;06/05/2024
AC;BUJARI;;FUNDO MUNICIPAL DE SAUDE - FMS;;;;;43940018;;299.968,00;299.968,00;10301511985810012;19916625000124001;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;211.356,00;211.356,00;10301511985810016;11739074000124001;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;250.496,00;250.496,00;10301511985810016;11739074000124002;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;203.528,00;203.528,00;10301511985810016;11739074000124005;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;305.660,00;305.660,00;10301511985810016;11739074000124006;3724.;06/05/2024
AP;LARANJAL DO JARI;;FUNDO MUNICIPAL DE SAUDE DE LARANJAL DO JARI;;;;;44000006;;332.690,00;332.690,00;10301511985810016;11707402000124004;3724.;06/05/2024
AP;LARANJAL DO JARI;;FUNDO MUNICIPAL DE SAUDE DE LARANJAL DO JARI;;;;;44000006;;821.940,00;821.940,00;10301511985810016;11707402000124006;3724.;06/05/2024
AP;MACAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MACAPA;;;;;44000006;;999.922,00;999.922,00;10301511985810016;18604334000124009;3724.;06/05/2024
AP;MACAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MACAPA;;;;;44000006;;1.000.040,00;1.000.040,00;10301511985810016;18604334000124012;3724.;06/05/2024
AP;SANTANA;;FUNDO MUNICIPAL DE SAUDE DE SANTANA;;;;;44000006;;699.665,00;699.665,00;10301511985810016;11193442000124015;3724.;06/05/2024
ES;MARILANDIA;;FUNDO MUNICIPAL DE SAUDE;;;;;20290004;;499.959,00;499.959,00;10301511985810032;14945650000124001;3724.;06/05/2024
PR;MARECHAL CANDIDO RONDON;;FUNDO MUNICIPAL DE SAUDE;;;;;33320006;;399.999,00;399.999,00;10301511985810041;09256935000124001;3724.;06/05/2024
PR;ROLANDIA;;FUNDO MUNICIPAL DE SAUDE DE ROLANDIA;;;;;33320006;;299.968,00;299.968,00;10301511985810041;08737323000124002;3724.;06/05/2024
RJ;MENDES;;FUNDO MUNICIPAL DE SAUDE DE MENDES;;;;;42100003;;799.930,00;799.930,00;10301511985810033;12014954000124002;3724.;06/05/2024
RN;NATAL;;FUNDO MUNICIPAL DE SAUDE;;;;;44740004;;251.127,00;251.127,00;10301511985810024;19376335000124005;3724.;06/05/2024
RR;CANTA;;FUNDO MUNICIPAL DE SAUDE DE CANTA;;;;;43410004;;249.948,00;249.948,00;10301511985810014;11856913000124006;3724.;06/05/2024
RR;PACARAIMA;;FUNDO MUNICIPAL DE SAUDE DE PACARAIMA;;;;;43410005;;499.426,00;499.426,00;10301511985810014;11513131000124001;3724.;06/05/2024
SC;CACADOR;;FUNDO MUNICIPAL DE SAUDE DE CACADOR;;;;;42730007;;499.899,00;499.899,00;10301511985810042;11583495000124004;3724.;06/05/2024
SP;MOGI DAS CRUZES;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MOGI DAS CRUZES;;;;;32280009;;245.015,00;245.015,00;10301511985813709;12336008000124004;3724.;06/05/2024
SP;MOGI DAS CRUZES;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MOGI DAS CRUZES;;;;;32280009;;274.927,00;274.927,00;10301511985813709;12336008000124005;3724.;06/05/2024
TOTAL;20 PROPOSTAS;;;;;;;;;;;;9.145.463,00;3724.;06/05/2024
RS;ACEGUA;;FUNDO MUNICIPAL DE SAUDE DE ACEGUA;;;;;50410004;600.000,00;;600.000,00;1030151192E890001;36000605769202400;3722.;06/05/2024
RS;AGUDO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;103.000,00;;103.000,00;1030151192E890001;36000604885202400;3722.;06/05/2024
RS;AGUDO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000609209202400;3722.;06/05/2024
RS;ALTO FELIZ;;FUNDO MUNICIPAL DE SAUDE - FMS;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000607248202400;3722.;06/05/2024
RS;ANDRE DA ROCHA;;FUNDO MUNICIPAL DE SAUDE DE ANDRE DA ROCHA;;;;;50410004;101.250,00;;101.250,00;1030151192E890001;36000607847202400;3722.;06/05/2024
RS;ANTA GORDA;;FUNDO MUNICIPAL DE SAUDE - FMS;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000603189202400;3722.;06/05/2024
RS;ARAMBARE;;FUNDO MUNICIPAL DE SAUDE DE ARAMBARE;;;;;50410004;101.250,00;;101.250,00;1030151192E890001;36000607542202400;3722.;06/05/2024
RS;ARARICA;;FUNDO MUNICIPAL DE SAUDE DE ARARICA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000609212202400;3722.;06/05/2024
RS;ARROIO DOS RATOS;;FUNDO MUNICIPAL DE SAUDE - ARROIO DOS RATOS;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602106202400;3722.;06/05/2024
RS;ARROIO GRANDE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000604902202400;3722.;06/05/2024
RS;ARROIO GRANDE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000606634202400;3722.;06/05/2024
RS;ARROIO GRANDE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000609210202400;3722.;06/05/2024
RS;BAGE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000602651202400;3722.;06/05/2024
RS;BALNEARIO PINHAL;;FUNDO MUNICIPAL DE SAUDE DO BALNEARIO PINHAL;;;;;50410004;442.784,00;;442.784,00;1030151192E890001;36000609599202400;3722.;06/05/2024
RS;BARRA DO GUARITA;;FUNDO MUNICIPAL DE SAUDE DE BARRA DO GUARITA;;;;;50410004;250.000,00;;250.000,00;1030151192E890001;36000602920202400;3722.;06/05/2024
RS;BARRA DO RIBEIRO;;FUNDO MUNICIPAL DE SAUDE-FMS BARRA DO RIBEIRO RS;;;;;50410004;250.000,00;;250.000,00;1030151192E890001;36000601278202400;3722.;06/05/2024
RS;BARRA DO RIBEIRO;;FUNDO MUNICIPAL DE SAUDE-FMS BARRA DO RIBEIRO RS;;;;;50410004;101.500,00;;101.500,00;1030151192E890001;36000608222202400;3722.;06/05/2024
RS;BARRA DO RIO AZUL;;FUNDO MUNICIPAL DE SAUDE DE BARRA DO RIO AZUL;;;;;50410004;52.819,00;;52.819,00;1030151192E890001;36000607339202400;3722.;06/05/2024
RS;BARRA FUNDA;;FUNDO MUNICIPAL DA SAUDE;;;;;50410004;218.565,00;;218.565,00;1030151192E890001;36000602855202400;3722.;06/05/2024
RS;BARRACAO;;FUNDO MUNICIPAL DE SAUDE DE BARRACAO - RS;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000607881202400;3722.;06/05/2024
RS;BOM PROGRESSO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000609438202400;3722.;06/05/2024
RS;BRAGA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;120.000,00;;120.000,00;1030151192E890001;36000602718202400;3722.;06/05/2024
RS;BROCHIER;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608599202400;3722.;06/05/2024
RS;BUTIA;;FUNDO MUNICIPAL DE SAUDE - BUTIA / RS;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000604559202400;3722.;06/05/2024
RS;CACHOEIRA DO SUL;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;201.250,00;;201.250,00;1030151192E890001;36000607914202400;3722.;06/05/2024
RS;CAIBATE;;FUNDO MUNICIPAL DE SAUDE DE CAIBATE;;;;;50410004;170.000,00;;170.000,00;1030151192E890001;36000604394202400;3722.;06/05/2024
RS;CAICARA;;FUNDO MUNICIPAL DA SAUDE DE CAICARA-RS;;;;;50410004;350.000,00;;350.000,00;1030151192E890001;36000609719202400;3722.;06/05/2024
RS;CAMPO NOVO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608754202400;3722.;06/05/2024
RS;CAMPOS BORGES;;FUNDO MUNICIPAL DA SAUDE DO MUNICIPIO DE CAMPOS BORGES;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000607622202400;3722.;06/05/2024
RS;CANGUCU;;FUNDO MUNICIPAL DE SAUDE - CANGUCU;;;;;50410004;101.250,00;;101.250,00;1030151192E890001;36000608586202400;3722.;06/05/2024
RS;CANOAS;;FUNDO MUNICIPAL DE SAUDE DE CANOAS;;;;;50410004;450.000,00;;450.000,00;1030151192E890001;36000602981202400;3722.;06/05/2024
RS;CANOAS;;FUNDO MUNICIPAL DE SAUDE DE CANOAS;;;;;50410004;400.000,00;;400.000,00;1030151192E890001;36000608676202400;3722.;06/05/2024
RS;CAPAO DA CANOA;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;300.000,00;;300.000,00;1030151192E890001;36000603244202400;3722.;06/05/2024
RS;CAPAO DO CIPO;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE CAPAO DO CIPO;;;;;50410004;500.000,00;;500.000,00;1030151192E890001;36000608814202400;3722.;06/05/2024
RS;CAPITAO;;FUNDO MUNICIPAL DE SAUDE CAPITAO;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603375202400;3722.;06/05/2024
RS;CARAA;;FUNDO MUNICIPAL DE SAUDE DE CARAA;;;;;50410004;315.118,00;;315.118,00;1030151192E890001;36000603379202400;3722.;06/05/2024
RS;CARAZINHO;;FUNDO MUNICIPAL DE SAUDE/CARAZINHO;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608971202400;3722.;06/05/2024
RS;CARLOS BARBOSA;;FUNDO MUNICIPAL DE SAUDE DE CARLOS BARBOSA/RS;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603955202400;3722.;06/05/2024
RS;CERRITO;;FUNDO MUNICIPAL DE SAUDE DE CERRITO;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000609985202400;3722.;06/05/2024
RS;CERRO LARGO;;FUNDO MUNICIPAL DE SAUDE DE CERRO LARGO;;;;;50410004;175.118,00;;175.118,00;1030151192E890001;36000602841202400;3722.;06/05/2024
RS;CERRO LARGO;;FUNDO MUNICIPAL DE SAUDE DE CERRO LARGO;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000609702202400;3722.;06/05/2024
RS;CHIAPETTA;;FUNDO MUNICIPAL DE SAUDE - FMS DO MUNICIPIO DE CHIAPETTA;;;;;50410004;101.250,00;;101.250,00;1030151192E890001;36000607278202400;3722.;06/05/2024
RS;CHUI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000604903202400;3722.;06/05/2024
RS;CIRIACO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000602052202400;3722.;06/05/2024
RS;COLORADO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000607648202400;3722.;06/05/2024
RS;CONSTANTINA;;FUNDO MUNICIPAL DE SAUDE - MUNICIPIO DE CONSTANTINA;;;;;50410004;250.000,00;;250.000,00;1030151192E890001;36000609217202400;3722.;06/05/2024
RS;COQUEIROS DO SUL;;FUNDO MUNICIPAL DE SAUDE DE COQUEIROS DO SUL;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000601641202400;3722.;06/05/2024
RS;COXILHA;;FUNDO MUNICIPAL DE SAUDE DE COXILHA;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000609546202400;3722.;06/05/2024
RS;CRISSIUMAL;;FUNDO MUNICIPAL DA SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000609332202400;3722.;06/05/2024
RS;CRUZ ALTA;;FUNDO MUNICIPAL DE SAUDE DE CRUZ ALTA;;;;;50410004;500.000,00;;500.000,00;1030151192E890001;36000600783202400;3722.;06/05/2024
RS;DAVID CANABARRO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000603092202400;3722.;06/05/2024
RS;DAVID CANABARRO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000603562202400;3722.;06/05/2024
RS;DOIS IRMAOS DAS MISSOES;;FUNDO MUNICIPAL DE SAUDE DE DOIS IRMAOS DAS MISSOES-RS;;;;;50410004;400.000,00;;400.000,00;1030151192E890001;36000602821202400;3722.;06/05/2024
RS;DOM PEDRITO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000608808202400;3722.;06/05/2024
RS;ENCRUZILHADA DO SUL;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000603699202400;3722.;06/05/2024
RS;ENCRUZILHADA DO SUL;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000609301202400;3722.;06/05/2024
RS;ENTRE RIOS DO SUL;;FUNDO MUNICIPAL DE SAUDE DE ENTRE RIOS DO SUL;;;;;50410004;60.000,00;;60.000,00;1030151192E890001;36000602853202400;3722.;06/05/2024
RS;ESPUMOSO;;PREFEITURA MUNICIPAL DE ESPUMOSO - FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000607670202400;3722.;06/05/2024
RS;ESPUMOSO;;PREFEITURA MUNICIPAL DE ESPUMOSO - FUNDO MUNICIPAL DE SAUDE;;;;;50410004;500.000,00;;500.000,00;1030151192E890001;36000609278202400;3722.;06/05/2024
RS;ESTANCIA VELHA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE ESTANCIA VELHA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608978202400;3722.;06/05/2024
RS;FARROUPILHA;;FUNDO MUNICIPAL DE SAUDE DE FARROUPILHA;;;;;50410004;300.000,00;;300.000,00;1030151192E890001;36000609578202400;3722.;06/05/2024
RS;FARROUPILHA;;FUNDO MUNICIPAL DE SAUDE DE FARROUPILHA;;;;;50410004;400.000,00;;400.000,00;1030151192E890001;36000609579202400;3722.;06/05/2024
RS;FAZENDA VILANOVA;;FUNDO MUNICIPAL DA SAUDE DE FAZENDA VILANOVA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000600851202400;3722.;06/05/2024
RS;FAZENDA VILANOVA;;FUNDO MUNICIPAL DA SAUDE DE FAZENDA VILANOVA;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000603691202400;3722.;06/05/2024
RS;FELIZ;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000608329202400;3722.;06/05/2024
RS;FONTOURA XAVIER;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;1.470.038,00;;1.470.038,00;1030151192E890001;36000605919202400;3722.;06/05/2024
RS;FORTALEZA DOS VALOS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;101.900,00;;101.900,00;1030151192E890001;36000600779202400;3722.;06/05/2024
RS;FORTALEZA DOS VALOS;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;144.000,00;;144.000,00;1030151192E890001;36000609876202400;3722.;06/05/2024
RS;GAURAMA;;FUNDO MUNICIPAL DE SAUDE DE GAURAMA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602822202400;3722.;06/05/2024
RS;GENERAL CAMARA;;FUNDO MUNICIPAL DE SAUDE GENERAL CAMARA;;;;;50410004;224.118,00;;224.118,00;1030151192E890001;36000606100202400;3722.;06/05/2024
RS;GIRUA;;FUNDO MUNICIPAL DE SAUDE DE GIRUA;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000608851202400;3722.;06/05/2024
RS;GRAVATAI;;FUNDO MUNICIPAL DE SAUDE DE GRAVATAI;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000603603202400;3722.;06/05/2024
RS;GUAIBA;;FUNDO MUNICIPAL DE SAUDE DE GUAIBA;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000603703202400;3722.;06/05/2024
RS;HARMONIA;;FUNDO MUNICIPAL DE SAUDE DE HARMONIA;;;;;50410004;47.327,00;;47.327,00;1030151192E890001;36000609567202400;3722.;06/05/2024
RS;HULHA NEGRA;;FUNDO MUNICIPAL DE SAUDE DE HULHA NEGRA;;;;;50410004;153.000,00;;153.000,00;1030151192E890001;36000605629202400;3722.;06/05/2024
RS;IBIACA;;FUNDO MUNICIPAL DE SAUDE DE IBIACA RS;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000602902202400;3722.;06/05/2024
RS;IBIRUBA;;FUNDO MUNICIPAL DA SAUDE DE IBIRUBA;;;;;50410004;283.000,00;;283.000,00;1030151192E890001;36000603181202400;3722.;06/05/2024
RS;IGREJINHA;;FUNDO MUNICIPAL DE SAUDE DE IGREJINHA;;;;;50410004;300.000,00;;300.000,00;1030151192E890001;36000606030202400;3722.;06/05/2024
RS;IMBE;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;100.000,00;;100.000,00;1030151192E890001;36000608313202400;3722.;06/05/2024
RS;IMIGRANTE;;IMIGRANTE FUNDO MUNICIPAL DE SAUDE;;;;;50410004;230.000,00;;230.000,00;1030151192E890001;36000600951202400;3722.;06/05/2024
RS;ITAQUI;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000608611202400;3722.;06/05/2024
RS;ITATI;;FUNDO MUNICIPAL DA SAUDE DE ITATI/RS;;;;;50410004;150.000,00;;150.000,00;1030151192E890001;36000604213202400;3722.;06/05/2024
RS;JAGUARAO;;FUNDO MUNICIPAL DE SAUDE;;;;;50410004;200.000,00;;200.000,00;1030151192E890001;36000605552202400;3722.;06/05/2024
AC;BUJARI;;FUNDO MUNICIPAL DE SAUDE - FMS;;;;;43940018;;299.968,00;299.968,00;10301511985810012;19916625000124001;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;211.356,00;211.356,00;10301511985810016;11739074000124001;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;250.496,00;250.496,00;10301511985810016;11739074000124002;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;203.528,00;203.528,00;10301511985810016;11739074000124005;3724.;06/05/2024
AP;AMAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE AMAPA;;;;;43580005;;305.660,00;305.660,00;10301511985810016;11739074000124006;3724.;06/05/2024
AP;LARANJAL DO JARI;;FUNDO MUNICIPAL DE SAUDE DE LARANJAL DO JARI;;;;;44000006;;332.690,00;332.690,00;10301511985810016;11707402000124004;3724.;06/05/2024
AP;LARANJAL DO JARI;;FUNDO MUNICIPAL DE SAUDE DE LARANJAL DO JARI;;;;;44000006;;821.940,00;821.940,00;10301511985810016;11707402000124006;3724.;06/05/2024
AP;MACAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MACAPA;;;;;44000006;;999.922,00;999.922,00;10301511985810016;18604334000124009;3724.;06/05/2024
AP;MACAPA;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MACAPA;;;;;44000006;;1.000.040,00;1.000.040,00;10301511985810016;18604334000124012;3724.;06/05/2024
AP;SANTANA;;FUNDO MUNICIPAL DE SAUDE DE SANTANA;;;;;44000006;;699.665,00;699.665,00;10301511985810016;11193442000124015;3724.;06/05/2024
ES;MARILANDIA;;FUNDO MUNICIPAL DE SAUDE;;;;;20290004;;499.959,00;499.959,00;10301511985810032;14945650000124001;3724.;06/05/2024
PR;MARECHAL CANDIDO RONDON;;FUNDO MUNICIPAL DE SAUDE;;;;;33320006;;399.999,00;399.999,00;10301511985810041;09256935000124001;3724.;06/05/2024
PR;ROLANDIA;;FUNDO MUNICIPAL DE SAUDE DE ROLANDIA;;;;;33320006;;299.968,00;299.968,00;10301511985810041;08737323000124002;3724.;06/05/2024
RJ;MENDES;;FUNDO MUNICIPAL DE SAUDE DE MENDES;;;;;42100003;;799.930,00;799.930,00;10301511985810033;12014954000124002;3724.;06/05/2024
RN;NATAL;;FUNDO MUNICIPAL DE SAUDE;;;;;44740004;;251.127,00;251.127,00;10301511985810024;19376335000124005;3724.;06/05/2024
RR;CANTA;;FUNDO MUNICIPAL DE SAUDE DE CANTA;;;;;43410004;;249.948,00;249.948,00;10301511985810014;11856913000124006;3724.;06/05/2024
RR;PACARAIMA;;FUNDO MUNICIPAL DE SAUDE DE PACARAIMA;;;;;43410005;;499.426,00;499.426,00;10301511985810014;11513131000124001;3724.;06/05/2024
SC;CACADOR;;FUNDO MUNICIPAL DE SAUDE DE CACADOR;;;;;42730007;;499.899,00;499.899,00;10301511985810042;11583495000124004;3724.;06/05/2024
SP;MOGI DAS CRUZES;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MOGI DAS CRUZES;;;;;32280009;;245.015,00;245.015,00;10301511985813709;12336008000124004;3724.;06/05/2024
SP;MOGI DAS CRUZES;;FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MOGI DAS CRUZES;;;;;32280009;;274.927,00;274.927,00;10301511985813709;12336008000124005;3724.;06/05/2024
TOTAL;20 PROPOSTAS;;;;;;;;;;;;9.145.463,00;3724.;06/05/2024
RJ;CABO FRIO;330070;;;UNIDADE DE PRONTO ATENDIMENTO UPA II;7003692;;;;;;;;3499.;18/04/2024
RJ;CABO FRIO;330070;;;UNIDADE DE PRONTO ATENDIMENTO UPA II;7003692;;;;;;;163463;3499.;18/04/2024
RS;LAJEADO;431140;;;HOSPITAL BRUNO BORN;2252287;;;;;;;184091;3634.;29/04/2024
RO;ARIQUEMES;110002;;;CENTRO DE REABILITAÇÃO BELMIRA DE ARAÚJO;CENTRO ESPECIALIZADO EM REABILITAÇÃO -CER III(AUDITIVA, FÍSICA E VISUAL);5924375;;;;;;;195022;3651.;29/04/2024
RJ;CABO FRIO;330070;;;UNIDADE DE PRONTO ATENDIMENTO UPA II;7003692;;;;;;;;3499.;18/04/2024
RJ;CABO FRIO;330070;;;UNIDADE DE PRONTO ATENDIMENTO UPA II;7003692;;;;;;;163463;3499.;18/04/2024
RS;LAJEADO;431140;;;HOSPITAL BRUNO BORN;2252287;;;;;;;184091;3634.;29/04/2024
BA;ARACI;290210;;;;0373354;;;;;;;191177;3647.;29/04/2024
RO;ARIQUEMES;110002;;;CENTRO DE REABILITAÇÃO BELMIRA DE ARAÚJO;CENTRO ESPECIALIZADO EM REABILITAÇÃO -CER III(AUDITIVA, FÍSICA E VISUAL);5924375;;;;;;;195022;3651.;29/04/2024
AM;ENVIRA;130150;;;;;;;;;;;;3760.;16/05/2024
BA;FORMOSA DO RIO PRETO;291110;;;;;;;;;;;;3760.;16/05/2024
BA;SANTA TERESINHA;292850;;;;;;;;;;;;3760.;16/05/2024
BA;SANTALUZ;292800;;;;;;;;;;;;3760.;16/05/2024
BA;SÍTIO DO QUINTO;293076;;;;;;;;;;;;3760.;16/05/2024
BA;VITÓRIA DA CONQUISTA;293330;;;;;;;;;;;;3760.;16/05/2024
BA;VITÓRIA DA CONQUISTA;293330;;;;;;;;;;;;3760.;16/05/2024
BA;VITÓRIA DA CONQUISTA;293330;;;;;;;;;;;;3760.;16/05/2024
BA;VITÓRIA DA CONQUISTA;293330;;;;;;;;;;;;3760.;16/05/2024
BA;VITÓRIA DA CONQUISTA;293330;;;;;;;;;;;;3760.;16/05/2024
GO;BONÓPOLIS;520357;;;;;;;;;;;;3760.;16/05/2024
MA;BARÃO DE GRAJAÚ;210150;;;;;;;;;;;;3760.;16/05/2024
MA;SÃO BENEDITO DO RIO PRETO;211040;;;;;;;;;;;;3760.;16/05/2024
MA;SENADOR LA ROCQUE;211176;;;;;;;;;;;;3760.;16/05/2024
MA;VITÓRIA DO MEARIM;211290;;;;;;;;;;;;3760.;16/05/2024
MG;BELO HORIZONTE;310620;;;;;;;;;;;;3760.;16/05/2024
MG;BELO HORIZONTE;310620;;;;;;;;;;;;3760.;16/05/2024
